Pricing effective 8/2/2026. Last data refresh 8/4/2026 3:03 AM Pacific,,,,,,,,,,,,,,
Item Number,Description,MSRP,Today's Non-Dealer Price,Today's Non-Dealer Ship Cost,Dealer Price,Dealer Shipping Cost,Dealer MAP,Item Status,Discontinued,Brand,Country of Origin,UPC,Ship Type,Price Notes
PSB1046PF1443,CLAMP BLOCK,$226.45,$226.45,See Chart,$158.52,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1444A,TAILSTOCK MOUNTING STUD AND NUT ASSY.,$92.10,$92.10,See Chart,$64.47,See Chart,,Available,FALSE,,TW,632414432797,Parcel,
PSB1046PF1500,THREAD DIAL ASSEMBLY,$520.75,$520.75,See Chart,$364.53,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1501,DIAL PLATE,$14.50,$14.50,See Chart,$10.15,See Chart,,Available,FALSE,,TW,690550930805,Parcel,
PSB1046PF1502,PIVOT BOLT,$118.65,$118.65,See Chart,$83.06,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1503,DIAL INDICATOR CASTING,$184.20,$184.20,See Chart,$128.94,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1504,KNURLED KNOB,$56.20,$56.20,See Chart,$39.34,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1505,PIVOT STUD-DE M8-125 X 115 12/18,$21.20,$21.20,See Chart,$14.84,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1507,GEAR SPACER,$16.05,$16.05,See Chart,$11.24,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1508,DIAL GEAR 16T,$134.35,$134.35,See Chart,$94.05,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1600,MICROMETER STOP ASSEMBLY,$747.80,$747.80,See Chart,$523.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1603,INDICATOR PLATE,$1.85,$1.85,See Chart,$1.30,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1604,MICROMETER DIAL,$112.05,$112.05,See Chart,$78.44,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1605,INDICATOR STOP CASTING,$539.20,$539.20,See Chart,$377.44,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1606,INDICATOR STOP ROD,$79.15,$79.15,See Chart,$55.41,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1607,CLAMP PLATE,$110.55,$110.55,See Chart,$77.39,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1609,PLUNGER COPPER,$5.50,$5.50,See Chart,$3.85,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1611,DOG PT SET SCR M8-1.25 X 12  ,$3.05,$3.05,See Chart,$2.14,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1700,STEADY REST ASSEMBLY,"$2,507.40","$2,507.40",See Chart,"$1,755.18",See Chart,,Unavailable,FALSE,,TW,632414432803,Parcel,
PSB1046PF1701,FINGER AND ADJUSTMENT KNOB ASSY,$336.40,$336.40,See Chart,$235.48,See Chart,,Unavailable,FALSE,,TW,632414547286,Parcel,
PSB1046PF1704,CLAMP SCREW KNOB,$59.80,$59.80,See Chart,$41.86,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1705,CLAMP SCREW,$52.90,$52.90,See Chart,$37.03,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1707,DOWEL PIN,$17.85,$17.85,See Chart,$12.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1708,DOG PT LEAF SCR M8-1.25 X 25    ,$26.60,$26.60,See Chart,$18.62,See Chart,,Available,FALSE,,TW,632414547316,Parcel,
PSB1046PF1709,HINGE PIN,$17.85,$17.85,See Chart,$12.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1712,STUD-FT M16-2 X 120,$35.35,$35.35,See Chart,$24.75,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1713,CLAMP PLATE,$157.95,$157.95,See Chart,$110.57,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1800,FOLLOW REST ASSEMBLY,"$1,037.25","$1,037.25",See Chart,$726.08,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1801,ADJUSTMENT KNOB ASSEMBLY,$79.15,$79.15,See Chart,$55.41,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1802,FINGER ASSEMBLY,$157.95,$157.95,See Chart,$110.57,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1900,ELECTRICAL CABINET ASSEMBLY,"$2,393.30","$2,393.30",See Chart,"$1,675.31",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1901,CONTACTOR AB C23400,$145.85,$145.85,See Chart,$102.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1903,MASTER POWER SWITCH,$166.65,$166.65,See Chart,$116.66,See Chart,,Available,FALSE,,TW,632414432810,Parcel,
PSB1046PF1904,CONTACTOR AB C09400,$55.00,$55.00,See Chart,$38.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1905,OL RELAY AB .25-.4A,$109.65,$109.65,See Chart,$76.76,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1909,FUSE 4A 250V TIME-DELAY,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1910,FUSE 500M 250V TIME-DELAY,$1.85,$1.85,See Chart,$1.30,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1911,TERMINAL BAR 6P,$49.25,$49.25,See Chart,$34.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1911-1,TERMINAL BAR 6P,$10.65,$10.65,See Chart,$7.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1912,ELECTRICAL PANEL BACK PLATE,$210.45,$210.45,See Chart,$147.32,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1913,STOP BUTTON,$34.45,$34.45,See Chart,$24.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1914,MOTOR ON BUTTON,$149.20,$149.20,See Chart,$104.44,See Chart,,Available,FALSE,,TW,632414432827,Parcel,
PSB1046PF1915,MOTOR OFF BUTTON,$13.95,$13.95,See Chart,$9.77,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF1916,COOLANT PUMP ON BUTTON,$149.20,$149.20,See Chart,$104.44,See Chart,,Available,FALSE,,TW,632414432834,Parcel,
PSB1046PF1917,COOLANT PUMP OFF BUTTON,$13.95,$13.95,See Chart,$9.77,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF2101,MACHINE ID LABEL,$16.40,$16.40,See Chart,$11.48,See Chart,,Unavailable,FALSE,,US,,Parcel,
PSB1046PF2102,UNTRAINED PERSONNEL LABEL,$1.05,$1.05,See Chart,$0.74,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF2106,CARRIAGE LOCK LABEL,$1.05,$1.05,See Chart,$0.74,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF2107,THREAD CHART,$1.60,$1.60,See Chart,$1.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF2108,ONE SHOT OILER LABEL,$1.05,$1.05,See Chart,$0.74,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF2112,CHUCK KEY LABEL,$1.85,$1.85,See Chart,$1.30,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PF2119,440V 3-PHASE LABEL,$1.05,$1.05,See Chart,$0.74,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1046PFMAN,MANUAL SB1046PF-58PF MFG-03.11-01.14 V1.08.11,$17.25,$17.25,See Chart,$12.08,See Chart,,Unavailable,FALSE,,,632414432841,Parcel,
PSB1046PFMANV2,MANUAL SB1046PF-58PF MFG-02.14+ V2.03.14,$20.50,$20.50,See Chart,$14.35,See Chart,,Unavailable,FALSE,,,632414432858,Parcel,
PSB1047PF1101A,LATHE BED W/GAP,"$40,535.80","$40,535.80",See Chart,"$28,375.06",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1109,BED RACK 2PC,"$1,166.20","$1,166.20",See Chart,$816.34,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1118,LONGITUDINAL LEADSCREW,"$1,785.90","$1,785.90",See Chart,"$1,250.13",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1136,FEED ROD,$709.15,$709.15,See Chart,$496.41,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1159,SPINDLE ROD,$386.75,$386.75,See Chart,$270.73,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1172,STEP SHAFT,$177.85,$177.85,See Chart,$124.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1174,BED CLAMP,$449.85,$449.85,See Chart,$314.90,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1176,PLUNGER,$17.85,$17.85,See Chart,$12.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1177,LOWER CLAMP PLATE,$113.25,$113.25,See Chart,$79.28,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1179,SHAFT SUPPORT,$503.85,$503.85,See Chart,$352.70,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1182,BUSHING,$94.85,$94.85,See Chart,$66.40,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1201,BRAKE PEDAL SHAFT,$257.85,$257.85,See Chart,$180.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1202,BRAKE PEDAL,$891.45,$891.45,See Chart,$624.02,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1207,CENTER PANEL,$718.20,$718.20,See Chart,$502.74,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1208,CHIP DRAWER,"$2,963.25","$2,963.25",See Chart,"$2,074.28",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1226,BACKSPLASH,"$3,299.25","$3,299.25",See Chart,"$2,309.48",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF1235,"COOLANT HOSE 3/8 X 96""",$105.40,$105.40,See Chart,$73.78,See Chart,,Available,FALSE,,TW,690550703614,Parcel,
PSB1047PF1241,RIGHT SPLASH TRAY,"$2,616.70","$2,616.70",See Chart,"$1,831.69",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF2101,MACHINE ID LABEL,$16.40,$16.40,See Chart,$11.48,See Chart,,Unavailable,FALSE,,US,,Parcel,
PSB1047PF2105,TOOLROOM SIZE LABEL,$1.05,$1.05,See Chart,$0.74,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1047PF2109,MODEL NUMBER LABEL,$16.40,$16.40,See Chart,$11.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1101,LATHE BED W/ BED GAP,"$40,192.60","$40,192.60",See Chart,"$28,134.82",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1109,BED RACK 3PC,"$1,166.20","$1,166.20",See Chart,$816.34,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1118,LONGITUDINAL LEADSCREW,"$2,427.75","$2,427.75",See Chart,"$1,699.43",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1136,FEED ROD,"$1,225.35","$1,225.35",See Chart,$857.75,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1159,SPINDLE ROD,$733.00,$733.00,See Chart,$513.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1172,STEP SHAFT,$177.85,$177.85,See Chart,$124.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1174,BED CLAMP,$449.85,$449.85,See Chart,$314.90,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1179,SHAFT SUPPORT,"$1,017.95","$1,017.95",See Chart,$712.57,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1201,BRAKE PEDAL SHAFT,$355.35,$355.35,See Chart,$248.75,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1202,LEFT BRAKE PEDAL,$930.10,$930.10,See Chart,$651.07,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1203,RIGHT BRAKE PEDAL,$838.95,$838.95,See Chart,$587.27,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1204,PEDAL SHAFT COLLAR,$29.95,$29.95,See Chart,$20.97,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1208,CENTER PANEL,$536.80,$536.80,See Chart,$375.76,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1209,CHIP DRAWER,"$2,238.45","$2,238.45",See Chart,"$1,566.92",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1210,CABINET PANEL BRACKET,$56.20,$56.20,See Chart,$39.34,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1212,SHAFT CLUTCH COVER,$157.95,$157.95,See Chart,$110.57,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1213,BRAKE LINKAGE COVER,$631.30,$631.30,See Chart,$441.91,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1214,BACKSPLASH MOUNTING PLATE,$100.25,$100.25,See Chart,$70.18,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1227,BACKSPLASH,"$3,610.45","$3,610.45",See Chart,"$2,527.32",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1235,FLUID TROUGH RIGHT SIDE,$605.00,$605.00,See Chart,$423.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1236,FLUID TROUGH LEFT SIDE,$420.85,$420.85,See Chart,$294.60,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1237,"COOLANT HOSE 3/8"" X 185""",$221.00,$221.00,See Chart,$154.70,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1243,RIGHT SIDE SPLASH TRAY,"$3,412.75","$3,412.75",See Chart,"$2,388.93",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1244,LEFT SIDE SPLASH TRAY,"$1,231.10","$1,231.10",See Chart,$861.77,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1246,BACKSPLASH MOUNTING POST,$151.30,$151.30,See Chart,$105.91,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1248,LEFT CABINET,"$6,171.85","$6,171.85",See Chart,"$4,320.30",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1249,CENTER CABINET,"$3,913.55","$3,913.55",See Chart,"$2,739.49",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1250,RIGHT CABINET,"$5,011.80","$5,011.80",See Chart,"$3,508.26",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF1256,HEX NUT M6-1 X 16,$1.60,$1.60,See Chart,$1.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF2101,MACHINE ID LABEL,$16.40,$16.40,See Chart,$11.48,See Chart,,Unavailable,FALSE,,US,,Parcel,
PSB1048PF2105,TOOLROOM SIZE LABEL,$1.85,$1.85,See Chart,$1.30,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB1048PF2109,MODEL NUMBER LABEL,$16.40,$16.40,See Chart,$11.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490001,HEADSTOCK OIL FILL CAP,$10.65,$10.65,See Chart,$7.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490003,HEADSTOCK TOP COVER,$957.45,$957.45,See Chart,$670.22,See Chart,,Available,FALSE,,TW,632414596277,Parcel,
PSB10490004,TOP COVER GASKET,$97.25,$97.25,See Chart,$68.08,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490005,SHIFT FORK,$125.60,$125.60,See Chart,$87.92,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490007,RIGHT REAR SHIFT LEVER,$101.20,$101.20,See Chart,$70.84,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490008,LEFT REAR SHIFT LEVER,$101.20,$101.20,See Chart,$70.84,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490011,SHIFT LEVER FRAME,$411.20,$411.20,See Chart,$287.84,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490012,SHIFT LEVER ROD,$34.80,$34.80,See Chart,$24.36,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490013,RIGHT FRONT SHIFT LEVER,$137.10,$137.10,See Chart,$95.97,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490014,LEFT FRONT SHIFT LEVER,$130.45,$130.45,See Chart,$91.32,See Chart,,Available,FALSE,,TW,632414628503,Parcel,
PSB10490016,STEP PIN,$17.55,$17.55,See Chart,$12.29,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490018,SHIFT CAM,$394.60,$394.60,See Chart,$276.22,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490019,SPACER,$34.80,$34.80,See Chart,$24.36,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490021,GEAR 40T,$141.30,$141.30,See Chart,$98.91,See Chart,,Available,FALSE,,TW,632414582379,Parcel,
PSB10490022,SELECTOR BRACKET,$199.25,$199.25,See Chart,$139.48,See Chart,,Available,FALSE,,TW,632414582324,Parcel,
PSB10490025,SPEED RANGE SELECTOR,$317.00,$317.00,See Chart,$221.90,See Chart,,Unavailable,FALSE,,TW,632414582355,Parcel,
PSB10490027,SPEED RANGE HANDLE,$81.55,$81.55,See Chart,$57.09,See Chart,,Available,FALSE,,TW,632414432865,Parcel,
PSB10490029,COMPRESSION SPRING,$3.65,$3.65,See Chart,$2.56,See Chart,,Available,FALSE,,TW,632414582348,Parcel,
PSB10490031,SPEED SELECTOR,$191.20,$191.20,See Chart,$133.84,See Chart,,Unavailable,FALSE,,TW,632414432872,Parcel,
PSB10490032,SPEED SELECTOR LABEL PLATE,$60.55,$60.55,See Chart,$42.39,See Chart,,Available,FALSE,,TW,632414432889,Parcel,
PSB10490035,SHAFT,$72.45,$72.45,See Chart,$50.72,See Chart,,Available,FALSE,,TW,632414582317,Parcel,
PSB10490037,SHAFT FLAT WASHER 6MM,$15.60,$15.60,See Chart,$10.92,See Chart,,Available,FALSE,,TW,632414582331,Parcel,
PSB10490039,SHAFT END PLUG,$12.00,$12.00,See Chart,$8.40,See Chart,,Available,FALSE,,TW,632414582362,Parcel,
PSB10490040,COMPRESSION SPRING,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490041,FEED RANGE SHIFT FORK,$112.65,$112.65,See Chart,$78.86,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490043,ROCKER ARM,$89.70,$89.70,See Chart,$62.79,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490045,FEED RANGE SHAFT,$90.60,$90.60,See Chart,$63.42,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490046,FEED DIRECTION SHAFT,$90.60,$90.60,See Chart,$63.42,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490048,LEVER BRACKET,$69.15,$69.15,See Chart,$48.41,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490050,LEVER,$76.10,$76.10,See Chart,$53.27,See Chart,,Available,FALSE,,TW,632414432896,Parcel,
PSB10490051,COMPRESSION SPRING,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490052,LEVER FLAT WASHER 5MM,$17.55,$17.55,See Chart,$12.29,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490055,"OIL SIGHT GLASS 3/4""",$18.75,$18.75,See Chart,$13.13,See Chart,,Available,FALSE,,TW,690550744556,Parcel,
PSB10490056,SHAFT,$94.85,$94.85,See Chart,$66.40,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490058,SWING SHIFT LEVER,$286.20,$286.20,See Chart,$200.34,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490060,SHIFT FORK,$147.65,$147.65,See Chart,$103.36,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490061,OIL TUBE 6 X 270MM,$77.60,$77.60,See Chart,$54.32,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490063,FEED DIRECTION SHIFT FORK,$103.60,$103.60,See Chart,$72.52,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490064,SPEED RANGE INDICATOR,$7.00,$7.00,See Chart,$4.90,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490065,CASTING PLUG,$58.30,$58.30,See Chart,$40.81,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490070,SPLINE SHAFT,$947.00,$947.00,See Chart,$662.90,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490071,COMBO GEAR ASSEMBLY 22T/76T,"$1,532.95","$1,532.95",See Chart,"$1,073.07",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490072,COMBO GEAR ASSEMBLY 30T/38T,$894.20,$894.20,See Chart,$625.94,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490073,COMBO GEAR ASSEMBLY 45T/52T,"$1,111.55","$1,111.55",See Chart,$778.09,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490074,OIL SEAL 40 X 62 X 12,$15.70,$15.70,See Chart,$10.99,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490076,SPACER,$93.30,$93.30,See Chart,$65.31,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490077,PULLEY FLAT WASHER 8MM,$26.00,$26.00,See Chart,$18.20,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490084,FLANGE COVER,$69.15,$69.15,See Chart,$48.41,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490087,GEAR 30T,$455.25,$455.25,See Chart,$318.68,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490088,GEAR 38T,$622.20,$622.20,See Chart,$435.54,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490089,GEAR 22T,$365.65,$365.65,See Chart,$255.96,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490090,GEAR SHAFT 16T,$744.45,$744.45,See Chart,$521.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490091,KEY 7 X 7 X 104,$8.50,$8.50,See Chart,$5.95,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490094,FLANGE BEARING,$209.25,$209.25,See Chart,$146.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490096,SPINDLE PULLEY,"$1,017.05","$1,017.05",See Chart,$711.94,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490097,HEADSTOCK HOUSING,"$5,176.00","$5,176.00",See Chart,"$3,623.20",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490098,SPINDLE,"$3,373.50","$3,373.50",See Chart,"$2,361.45",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490099,CAMLOCK STUD,$38.65,$38.65,See Chart,$27.06,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490100,CAM SPRING,$3.65,$3.65,See Chart,$2.56,See Chart,,Available,FALSE,,TW,632414612502,Parcel,
PSB10490101,CAMLOCK CAP SCREW,$4.85,$4.85,See Chart,$3.40,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490102,CAMLOCK,$49.25,$49.25,See Chart,$34.48,See Chart,,Available,FALSE,,TW,632414612519,Parcel,
PSB10490106,BEARING COVER,$343.25,$343.25,See Chart,$240.28,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490107,BEARING COVER GASKET,$17.85,$17.85,See Chart,$12.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490109,GEAR 72T,"$1,514.85","$1,514.85",See Chart,"$1,060.40",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490110,GEAR 41T,$761.70,$761.70,See Chart,$533.19,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490112,GEAR 42T,$662.95,$662.95,See Chart,$464.07,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490115,SPANNER NUT,$110.55,$110.55,See Chart,$77.39,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490116,COVER GASKET,$14.25,$14.25,See Chart,$9.98,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490117,OUTBOARD SPINDLE COVER,$167.30,$167.30,See Chart,$117.11,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490121,SPEED SENSOR RING,$231.60,$231.60,See Chart,$162.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490124,GEAR FLAT WASHER 6MM,$10.65,$10.65,See Chart,$7.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490125,COMBO GEAR ASSY 21T/42T,$979.05,$979.05,See Chart,$685.34,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490129,SHAFT,$135.60,$135.60,See Chart,$94.92,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490130,SHAFT FLAT WASHER 6MM,$9.10,$9.10,See Chart,$6.37,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490131,COMBO GEAR ASSY 21T/42T,$999.55,$999.55,See Chart,$699.69,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490134,SPACER,$10.65,$10.65,See Chart,$7.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490135,SHAFT,$150.05,$150.05,See Chart,$105.04,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490136,GEAR 21T,$602.55,$602.55,See Chart,$421.79,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490137,SHAFT,$146.15,$146.15,See Chart,$102.31,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490139,GEAR 21T,$357.75,$357.75,See Chart,$250.43,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490140,SPACER,$24.80,$24.80,See Chart,$17.36,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490141,NEEDLE BEARING RNA-6904,$192.00,$192.00,See Chart,$134.40,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490143,BEARING HOUSING,$188.15,$188.15,See Chart,$131.71,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490144,SPLINE SHAFT,$360.50,$360.50,See Chart,$252.35,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490145,OIL SEAL 28 X 44 X 7MM,$10.65,$10.65,See Chart,$7.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490146,"PIPE PLUG 1/2""",$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490147,HEADSTOCK FRONT PANEL,$108.85,$108.85,See Chart,$76.20,See Chart,,Unavailable,FALSE,,TW,632414432902,Parcel,
