Product Description,Model Number,SKU,Dropship Pricing,Current Website Price
"63"" Wide Format Pneumatic Laminator Manual Cold Laminating Machine 60"" Max Laminating Width,Pneumatic Roller Lift Portable Stand Included, 0.78"" Max Thickness (Requires Air Compressor, Not Included)",1600-C2,501018,"$1,454.03","$1,699.00"
"63"" Wide Format Pneumatic Laminator Manual Cold Laminating Machine 60"" Max Laminating Width,Pneumatic Roller Lift Portable Stand Included, 0.78"" Max Thickness (Requires Air Compressor, Not Included)",1600-C3Pro,501019,"$1,551.03","$1,799.00"
"67"" Wide Format Full Auto Cold & Heat Assisted Pneumatic Laminator Machine with 4 Trimmers, Max Speed 52.5 ft/min, 63"" Max Laminating Width, 1.1"" Max Thickness, Infrared Heating, Digital Control (Requires Air Compressor, Not Included)",1700-A3,501020,"$3,200.03","$4,499.00"
"6""x20'' Benchtop Mill Drill Machine, Variable Speed, R8 Spindle, 1 HP, 110V, Brushless Motor Compact Milling Drilling Tool for Garage Shop, DIY Metalworking without Stand",VM18L,500200,"$1,163.03","$1,599.00"
"6""x20'' Benchtop Mill Drill Machine with DRO Brushless Motor, Variable Speed, R8 Spindle, 1 HP, 110V, Compact Milling Drilling Tool for Garage Shop, DIY Metalworking without Stand",VM18LD,500201,"$1,551.03","$1,999.00"
"7‘’ x 27-1/2‘’ Benchtop Mini Mill Drill Machine, Variable Speed, Brshless Motor, R8 Spindle, 1.5 HP, 110V, Compact Milling Drilling Tool for Garage Shop, DIY Metalworking without Stand",VM25L,500202,"$1,745.03","$2,199.00"
"1.5HP 7‘’x 27-1/2‘’ Benchtop Mini Mill Drill Machine, Variable Speed, R8 Spindle, Brushless Motor, 110V, Compact Milling Drilling Tool for Garage Shop, DIY Metalworking without Stand",VM25LD,500203,"$2,036.03","$2,699.00"
"8-1/4""x33'' Industrial Benchtop Mill Drill Machine Brushless Motor, Variable Speed, R8 Spindle, 2 HP, 110V, Compact Milling Drilling Tool for Garage Shop, DIY Metalworking without Stand",VM32L,500204,"$2,230.03","$2,999.00"
"8-1/4""x33'' Industrial Benchtop Mill Drill Machine with DRO, Variable Speed, Brushless Motor, R8 Spindle, 2 HP, 110V, Compact Milling Drilling Tool for Garage Shop, DIY Metalworking without Stand",VM32LD,500205,"$2,812.03","$3,599.00"
1.5‘’ Spindle Bore Metal Lathe Machine 8'' x 16'' High Precision Brushless Motor Mini 1.5HP Benchtop 0-2500 RPM Variable Speed Metal Working Machine 1.5‘’ Spindle Bore Small Lathe without Stand,0831V,500003,"$1,163.03","$1,499.00"
1.5‘’ Spindle Bore Metal Lathe Machine with DRO 8'' x 16'' High Precision Brushless Motor Mini 1.5HP Benchtop 0-2500 RPM Variable Speed Metal Working Machine 1.5‘’ Spindle Bore Small Lathe without Stand,0831VD,500004,"$1,454.03","$1,999.00"
10'' x 22'' Industrial Metal Lathe Machine High Precision Benchtop 1.5HP Brushless Motor 0-2000 RPM Variable Speed Metal Working Machine Small Lathe without Stand,1022V,500014,"$2,036.03","$2,599.00"
10'' x 22'' Industrial Metal Lathe Machine with DRO High Precision Benchtop 1.5HP Brushless Motor 0-2000 RPM Variable Speed Metal Working Machine Small Lathe without Stand,1022VD,500015,"$2,327.03","$2,999.00"
1.5‘’ Spindle Bore Metal Lathe Machine 10'' x 30'' High Precision Brushless Motor Benchtop 0-2000 RPM Variable Speed Metal Working Machine 1.5HP Small Lathe without Stand,1030V,500005,"$2,230.03","$2,799.00"
1.5‘’ Spindle Bore Metal Lathe Machine with DRO 10'' x 30'' High Precision Benchtop 0-2000 RPM Variable Speed Metal Working Machine 1.5HP Small Lathe without Stand,1030VD,500006,"$2,521.03","$3,199.00"
Metal Lathe Machine 11'' x 30'' High Precision Benchtop Brushless Motor 0-2000 RPM Variable Speed Metal Working Machine 2HP Small Lathe without Stand,1130V,500007,"$2,812.03","$3,699.00"
Metal Lathe Machine 11'' x 30'' High Precision Benchtop Brushless Motor 0-2000 RPM Variable Speed Metal Working Machine 2HP Small Lathe without Stand,1130VD,500008,"$3,103.03","$4,099.00"
"1.5 HP 10'' x 30'' Combination Lathe Milling Drilling Machine, 1.5'' Spindle Bore, 0-2000 RPM Variable Speed, High Precision Benchtop Lathe for Metalworking – Without Stand",1030VC,500101,"$3,200.03","$4,199.00"
"2 HP 11'' x 30'' Combination Lathe Milling Drilling Machine Brushless Motor, 1.5'' Spindle Bore, 0-2000 RPM Variable Speed, High Precision Benchtop Lathe for Metalworking – Without Stand",1130VC,500102,"$3,879.03","$4,999.00"
"1 HP 16''x16'' Multi-Function Metal Lathe Milling Machine Head for Metalworking Combo Lathe, Drilling, and Milling Operations with Powerful Motor, Perfect for DIY, Workshops, and Professional Combination Metalworking Projects without Stand",HQ400,500103,"$1,842.03","$2,499.00"
"1 HP 16''x32'' Multi-Function Metal Lathe Milling Machine Head for Metalworking – Lathe, Drilling, and Milling Operations with Powerful Motor, Perfect for DIY, Workshops, and Professional Metalworking Projects without Stand",CLM1632,500105,"$2,424.03","$3,499.00"
Industrial Metal Lathe Machine with DRO 14' x 40'' High Precision 84-1850 RPM Variable Speed Metal Working Machine 2HP Small Lathe with Stand,1440G,500009,"$5,819.03","$7,399.00"
"13"" x 40"" Industrial Heavy Duty Bench Metal Lathe 2HP/1500W Metal Working Lathe High Precision 70-2000 RPM Variable Speed with Four-axis sliding system",1340G,500013,"$5,431.03","$6,999.00"
"Full Norton Gear Box 13"" x 37"" Industrial Heavy Duty Bench Metal Lathe 1.5HP/1100W Metal Working Lathe High Precision 64-1500 RPM Variable Speed",1337G4,500011,"$4,558.03","$6,199.00"
"13"" x 37"" Industrial Heavy Duty Bench Metal Lathe 1.5HP/1100W Metal Working Lathe High Precision 64-1500 RPM Variable Speed with Four-axis sliding system",1337GN,500012,"$4,752.03","$6,199.00"
"14"" x 40"" Industrial Metal Lathe Machine with Variable Speed DRO Gunsmith Gearhead Precision Turning Drilling Belt Drive",1440GV+dro,500010,"$6,789.03","$9,499.00"
"48"" Manual Pan and Box Brake - 16 Gauge Mild Steel Capacity, 135° Bending Angle, 16 Precision Fingers, Durable Construction for Accurate Bends""",PB4816,500301,"$1,163.03","$1,469.00"
"48” Manual Pan and Box Brake - Heavy Duty, Durable Construction, 12 Gauge Mild Steel, 135° Bending Angle, Individual Bending Fingers""",PB4812,500302,"$2,424.03","$2,999.00"
"80-inch Manual Sheet Metal Brake - 12 Gauge Bending Capacity, Adjustable Fingers, 6 Ft. Heavy-Duty Steel Construction for Precision Bending",PB8012,500303,"$4,946.03","$6,649.00"
"100-inch Manual Sheet Metal Brake - 12 Gauge Bending Capacity, Adjustable Fingers, 8 Ft. Heavy-Duty Steel Construction, Precision Bending for Box and Pan",PB10012,500304,"$7,371.03","$9,999.00"
"120-inch Manual Sheet Metal Brake - 14 Gauge Bending Capacity, Adjustable Fingers, Heavy-Duty Steel Construction, Precision Bending for Box and Pan",PB12014,500305,"$8,438.03","$10,999.00"
"30-inch 3-in-1 Pan and Box Brake – Slip Roll, Shear, Bending Machine for Sheet Metal, 20 Gauge Mild Steel, Adjustable Fingers, Heavy Duty, Metalworking, Fabrication, Rolling, Bending",MMCB3016,500306,$969.03,"$1,099.00"
"40-inch 3-in-1 Pan and Box Brake – Slip Roll, Shear, Bending Machine for Sheet Metal, 20 Gauge Mild Steel, Adjustable Fingers, Heavy Duty, Metalworking, Fabrication, Rolling, Bending",MMCB4020,500307,"$1,260.03","$1,599.00"
"52-inch 3-in-1 Pan and Box Brake – Slip Roll, Shear, Bending Machine for Sheet Metal, 20 Gauge Mild Steel, Adjustable Fingers, Heavy Duty, Metalworking, Fabrication, Rolling, Bending",MMCB5220,500308,"$1,939.03","$2,449.00"
"52-inch 3-in-1 Heavy Duty Pan and Box Brake – Slip Roll, Shear, Bending Machine for Sheet Metal, 16 Gauge Mild Steel, Adjustable Fingers, Heavy Duty, Metalworking, Fabrication, Rolling, Bending",MMCB5216,500309,"$2,230.03","$2,779.00"
"50-Inch Foot Clamp Pan and Box Brake, Light Duty Sheet Metal Folding Machine, 0–135° Bending Angle, 1.9"" Clamping Lift, 2"" Box Depth",PBA5014,500310,"$2,327.03","$2,899.00"
"50-Inch Foot Clamp Pan and Box Brake, Industrial Heavy Duty Sheet Metal Folding Machine, 0–135° Bending Angle, 1.9"" Clamping Lift, 2"" Box Depth",PB2A5014,500311,"$2,424.03","$2,999.00"
48'' Industrial Magnetic Pan and BOX Heavy Duty Sheet Metal Brake 20 Gauge Capacity Shear Press Brake,MSMB1250E,500001,"$2,327.03","$2,699.00"
24'' Industrial Magnetic Pan and BOX Heavy Duty Sheet Metal Brake 20 Gauge Capacity Shear Press Brake,MSMB650E,500000,"$1,551.03","$1,799.00"
"48"" Skid Steer Stump Bucket Wrecker with Universal Quick Attach, Bolt-On Cutting Teeth",SBE53,201048,"$1,066.03","$1,299.00"
"72"" Skid Steer Land Plane with 7 Adjustable Scarifier Shanks, Removable Sift Screen and Bolt-On Cutting Blades",SSLP72,201030,"$1,648.03","$2,099.00"
"84"" Skid Steer Land Plane with 8 Adjustable Scarifier Shanks, Removable Sift Screen and Bolt-On Cutting Blades",SSLP84,201031,"$1,842.03","$2,249.00"
"Adjustable Skid Steer Crane Jib Attachment, Manual Telescopic Manual Telescoping 6 FT - 10 FT, 5000 lbs Max Capacity",SSCJ50,201032,"$1,260.03","$1,499.00"
"MechMaxx 68"" Hydraulic Skid Steer Flail Mower Attachment",SSFM-70,150150,"$2,521.03","$3,399.00"
"Stump Grinder Attachment for Skid Steer Loader With 34 Carbide Teeth, 18-23 GPM",SG61,150501,"$2,521.03","$2,999.00"
"50"" Skid Steer Rotary Log Grapple, 360° Rotation, 3000 Lbs Capacity",RLG-50,150157,"$2,715.03","$3,899.00"
Hay Baler & Hay Wrapper Combo,"HB3120, HW20",150218,"$5,198.23","$6,699.00"
Hay Baler & Hay Rake Tedder Combo,"HB3120, HT100",150219,"$5,353.43","$6,899.00"
Hay Baler & Hay Wrapper & Hay Rake Tedder Combo,"HB3120, HW20, HT100",150220,"$6,827.83","$8,799.00"
Hay Baler & Hay Rake Tedder & Disc Mower Combo,"HB3120, HT100, DM6",150233,"$8,729.03","$10,599.00"
Hay Baler & Hay Rake Tedder & Disc Mower Combo,"HB3120, HT100, DM8",150234,"$9,505.03","$11,299.00"
"53"" 3-Point Drum Mower for Tractor, 25-40HP Tractor, DM53",DM53,150235,"$1,745.03","$2,199.00"
"36"" MAX Portable Sawmill, 25HP 750cc ZONSEN V-Twin Engine, 36"" Board Width, 20' Track Length, SM-36MAX",SM36,150268,"$2,909.03","$3,599.00"
High Performance Tilt Back Tire Changer Wheel Changer with Multi-Function Assist Arm and Bead Blaster,TC968,200028,"$2,094.23","$2,699.00"
1.5 HP Swing Arm Tire Changer Wheel Balancer Combo,TC964,200029,"$1,842.03","$2,299.00"
"24"" Rim Swing Arm Tire Changer Wheel Balancer Combo",TC966,200030,"$2,036.03","$2,499.00"
"24"" Rim Assist Arm Tire Changer Wheel Balancer Combo",TC9661,200031,"$2,230.03","$2,799.00"
"24"" Rim Double Assist Arms Tire Changer Wheel Balancer Combo",TC9662,200032,"$2,327.03","$2,899.00"
High Performance Tilt Back Tire Changer Wheel Balancer Combo,TC968,200033,"$2,424.03","$3,099.00"
High Performance Tilt Back Tire Changer Wheel Balancer Combo,TC968,200034,"$2,812.03","$3,599.00"
High Performance Tilt Back Tire Changer Wheel Balancer Combo,TC968,200035,"$2,812.03","$3,599.00"
High Performance Tilt Back Tire Changer Wheel Balancer Combo,TC968,200036,"$3,103.03","$4,099.00"
"24"" Rim Assist Arm Tire Changer Wheel Balancer Combo,",TC9661,200037,"$2,521.03","$3,299.00"
"24"" Rim Double Assist Arms Tire Changer Wheel Balancer Combo",TC9662,200038,"$2,618.03","$3,399.00"
Heavy Duty 3 Shank Subsoiler Plow Ground Ripper 3 Point Hitch Cat1&2,SS3S,201008,"$1,589.83","$2,049.00"
"33.9"" Wide CB-H1 Horizontal Laminar Flow Clean Bench with HEPA Filtration & UV Sterilization | ISO Class 5",CB-H1,321001,"$1,357.03","$1,749.00"
"33.9"" Wide CB-V1 Vertical Laminar Flow Clean Bench with HEPA Filtration & UV Sterilization | ISO Class 5",CB-V1,321002,"$1,357.03","$1,749.00"
"53.5"" Wide CB-H2 Horizontal Laminar Flow Clean Bench with HEPA Filtration & UV Sterilization | ISO Class 5",CB-H2,321003,"$1,842.03","$2,399.00"
"53.5"" Wide CB-V2 Vertical Laminar Flow Clean Bench with HEPA Filtration & UV Sterilization | ISO Class 5",CB-V2,321004,"$1,842.03","$2,399.00"
"39"" Wide CB-H1Pro Horizontal Laminar Flow Clean Bench with HEPA Filtration & UV Sterilization | ISO Class 5",CB-H1Pro,321005,"$1,648.03","$2,299.00"
"39"" Wide CB-V1Pro Vertical Laminar Flow Clean Bench with HEPA Filtration & UV Sterilization | ISO Class 5",CB-V1Pro,321006,"$1,648.03","$2,349.00"
"57.5"" Wide CB-H2Pro Horizontal Laminar Flow Clean Bench with HEPA Filtration & UV Sterilization | ISO Class 5",CB-H2Pro,321007,"$2,715.03","$3,349.00"
"57.5"" Wide CB-V2Pro Vertical Laminar Flow Clean Bench with HEPA Filtration & UV Sterilization | ISO Class 5",CB-V2Pro,321008,"$2,715.03","$3,449.00"
"26"" Wide CB-65Slim Desktop Vertical Laminar Flow Clean Bench with HEPA Filtration & UV Sterilization | ISO Class 5",CB-65Slim,321009,$581.03,$699.00
"31.9"" Wide CB-80Slim Desktop Vertical Laminar Flow Clean Bench with HEPA Filtration & UV Sterilization | ISO Class 5",CB-80Slim,321010,$678.03,$849.00
"10HP Rotary Screw Air Compressor - 32 CFM, 116 PSI, 460V 3-Phase | Industrial-Grade",M10AC460,300023,"$2,133.03","$2,849.00"
"15HP Combined Rotary Screw Air Compressor with Dryer & 105-Gal ASME Tank | 45 CFM, 116 PSI, 460V 3-Phase - Industrial Grade",M15AC460,300022,"$3,006.03","$3,799.00"
"10HP Combined Rotary Screw Air Compressor with Dryer & 66-Gal ASME Tank | 32 CFM, 116 PSI, 460V 3-Phase - Industrial Grade",ML1046,300019,"$5,043.03","$6,499.00"
"15HP Combined Rotary Screw Air Compressor with Dryer & 105-Gal ASME Tank | 45 CFM, 116 PSI, 460V 3-Phase - Industrial Grade",ML1546,300020,"$6,110.03","$7,799.00"
"47"" Portable Industrial Fan with Variable High-Efficiency PMSM Motor, Mobile High Volume Floor Fan for Warehouse, Workshop & Gym",MF-47,331001,"$1,648.03","$2,199.00"
"59"" Portable Industrial Fan with Variable High-Efficiency PMSM Motor, Mobile High Volume Floor Fan for Warehouse, Workshop & Gym",MF-59,331002,"$1,842.03","$2,499.00"
"59"" Portable Industrial Fan with Variable High-Efficiency PMSM Motor, Tiltable Mobile High Volume Floor Fan for Warehouse, Workshop & Gym",MF-59T,331003,"$2,133.03","$2,699.00"
"79"" Portable Industrial Fan with Variable High-Efficiency PMSM Motor, Mobile High Volume Floor Fan for Warehouse, Workshop & Gym",MF-79,331004,"$2,424.03","$3,099.00"
"79"" Portable Industrial Fan with Variable High-Efficiency PMSM Motor, Tiltable Mobile High Volume Floor Fan for Warehouse, Workshop & Gym",MF-79T,331005,"$2,715.03","$3,399.00"
"32""x40"" (80x100cm) Large Format Manual Heat Press Machine - 220V 8.4HP/6300W for Sublimation & Heat Transfer MS2432",MS2432,501009,"$1,842.03","$2,699.00"
"16""x24"" Manual Heat Press 110V 1.87HP/1400W - Teflon-Coated Aluminum Heating Plate,Aluminum Worktable, Digital Control for T-Shirts/Sublimation",MS1624-A,501012,$387.03,$429.00
"60"" 6-Way Rear Blade 3 Point Hitch Tractor Attachment, RB60S",RB60S,201036,"$1,027.23","$1,359.00"
"72"" 6-Way Rear Blade 3 Point Hitch Tractor Attachment, RB72S",RB72S,201037,"$1,124.23","$1,459.00"
"84"" 6-Way Rear Blade 3 Point Hitch Tractor Attachment, RB84S",RB84S,201038,"$1,221.23","$1,559.00"
"60"" Heavy Duty 6-Way Rear Blade 3 Point Hitch Tractor Attachment, RB60SE",RB60SE,201039,"$1,260.03","$1,699.00"
